,,,,,Stock Code,,,,,,,,,
16846,20868,,,16846,,,,,,,,,,
17348,84593,,,17348,,,,,,,,,,
13566,84569A,,,13566,,,,,,,,,,
14924,84592,,,14924,,,,,,,,,,
14403,85197,,,14403,,,,,,,,,,
16258,90196B,,,16258,,,,,,,,,,
13305,90195A,,,13305,,,,,,,,,,
15558,90196A,,,15558,,,,,,,,,,
16611,90029,,,16611,,,,,,,,,,
17338,90141E,,,17338,,,,,,,,,,
14060,90141A,,,14060,,,,,,,,,,
12954,90141C,,,12954,,,,,,,,,,
16387,20704,,,16387,,,,,,,,,,
13715,90126A,,,13715,,,,,,,,,,
14745,90001D,,,14745,,,,,,,,,,
15221,90000D,,,15221,,,,,,,,,,
15008,90161D,,,15008,,,,,,,,,,
17065,90161A,,,17065,,,,,,,,,,
17228,90161C,,,17228,,,,,,,,,,
17588,90160D,,,17588,,,,,,,,,,
16347,40046C,,,16347,,,,,,,,,,
13795,47351B,,,13795,,,,,,,,,,
14824,21376,,,14824,,,,,,,,,,
12692,84212,,,12692,,,,,,,,,,
15941,84918,,,15941,,,,,,,,,,
13824,21421,,,13824,,,,,,,,,,
13724,90214M,,,13724,,,,,,,,,,
13573,44242B,,,13573,,,,,,,,,,
16586,85132B,,,16586,,,,,,,,,,
15994,71406C,,,15994,,,,,,,,,,
13183,21905,,,13183,,,,,,,,,,
18149,84467,,,18149,,,,,,,,,,
13688,85034B,,,13688,,,,,,,,,,
15665,85035B,,,15665,,,,,,,,,,
17849,85036B,,,17849,,,,,,,,,,
14857,82587,,,14857,,,,,,,,,,
14645,21720,,,14645,,,,,,,,,,
14315,37489C,,,14315,,,,,,,,,,
18135,21109,,,18135,,,,,,,,,,
15117,90161B,,,15117,,,,,,,,,,
13530,90122B,,,13530,,,,,,,,,,
14534,72805,,,14534,,,,,,,,,,
16242,84893,,,16242,,,,,,,,,,
14195,21991,,,14195,,,,,,,,,,
13600,21059,,,13600,,,,,,,,,,
15227,21064,,,15227,,,,,,,,,,
15123,20996,,,15123,,,,,,,,,,
12366,20862,,,12366,,,,,,,,,,
15946,20864,,,15946,,,,,,,,,,
14873,20857,,,14873,,,,,,,,,,
14604,20856,,,14604,,,,,,,,,,
18063,77101A,,,18063,,,,,,,,,,
14496,90115,,,14496,,,,,,,,,,
12701,72232,,,12701,,,,,,,,,,
17478,21191,,,17478,,,,,,,,,,
14872,72780,,,14872,,,,,,,,,,
17568,35443,,,17568,,,,,,,,,,
17479,16244B,,,17479,,,,,,,,,,
16652,16244A,,,16652,,,,,,,,,,
13612,84429A,,,13612,,,,,,,,,,
16777,85144,,,16777,,,,,,,,,,
13275,21765,,,13275,,,,,,,,,,
18196,84576,,,18196,,,,,,,,,,
17933,84826,,,17933,,,,,,,,,,
13371,22043,,,13371,,,,,,,,,,
16254,21268,,,16254,,,,,,,,,,
13406,21988,,,13406,,,,,,,,,,
15775,84482,,,15775,,,,,,,,,,
16336,22285,,,16336,,,,,,,,,,
18131,84845C,,,18131,,,,,,,,,,
16571,84845D,,,16571,,,,,,,,,,
18187,84845A,,,18187,,,,,,,,,,
14427,84030C,,,14427,,,,,,,,,,
16977,22136,,,16977,,,,,,,,,,
15819,21160,,,15819,,,,,,,,,,
14651,20833,,,14651,,,,,,,,,,
15918,20775,,,15918,,,,,,,,,,
14400,84206A,,,14400,,,,,,,,,,
13057,84206C,,,13057,,,,,,,,,,
16385,84201B,,,16385,,,,,,,,,,
13243,90152B,,,13243,,,,,,,,,,
15496,90150,,,15496,,,,,,,,,,
16303,90010B,,,16303,,,,,,,,,,
16108,90010E,,,16108,,,,,,,,,,
17349,90159,,,17349,,,,,,,,,,
13128,90179B,,,13128,,,,,,,,,,
18247,20654,,,18247,,,,,,,,,,
16943,20617,,,16943,,,,,,,,,,
16668,20662,,,16668,,,,,,,,,,
16199,40001,,,16199,,,,,,,,,,
13230,90060F,,,13230,,,,,,,,,,
13150,90060C,,,13150,,,,,,,,,,
17838,90060D,,,17838,,,,,,,,,,
17738,84819,,,17738,,,,,,,,,,
16716,37483,,,16716,,,,,,,,,,
16008,21084,,,16008,,,,,,,,,,
15760,20735,,,15760,,,,,,,,,,
14851,84795A,,,14851,,,,,,,,,,
17673,18094C,,,17673,,,,,,,,,,
17445,35909B,,,17445,,,,,,,,,,
14939,20936,,,14939,,,,,,,,,,
13464,35833P,,,13464,,,,,,,,,,
16508,35833G,,,16508,,,,,,,,,,
16514,84795B,,,16514,,,,,,,,,,
14832,85039A,,,14832,,,,,,,,,,
12418,84952A,,,12418,,,,,,,,,,
14316,17091F,,,14316,,,,,,,,,,
12908,17091B,,,12908,,,,,,,,,,
15650,17091A,,,15650,,,,,,,,,,
18085,21950,,,18085,,,,,,,,,,
17133,47589,,,17133,,,,,,,,,,
17472,20973,,,17472,,,,,,,,,,
13466,90214T,,,13466,,,,,,,,,,
17587,90214R,,,17587,,,,,,,,,,
17051,90214L,,,17051,,,,,,,,,,
16039,90214N,,,16039,,,,,,,,,,
16397,35976B,,,16397,,,,,,,,,,
12796,85043,,,12796,,,,,,,,,,
18078,79340W,,,18078,,,,,,,,,,
12368,84789,,,12368,,,,,,,,,,
13451,35537,,,13451,,,,,,,,,,
12639,21293,,,12639,,,,,,,,,,
14928,21370,,,14928,,,,,,,,,,
17552,21652,,,17552,,,,,,,,,,
13151,21204,,,13151,,,,,,,,,,
16132,72753C,,,16132,,,,,,,,,,
13482,72753D,,,13482,,,,,,,,,,
14175,21308,,,14175,,,,,,,,,,
13357,47554,,,13357,,,,,,,,,,
14355,21906,,,14355,,,,,,,,,,
14464,21563,,,14464,,,,,,,,,,
16441,85071C,,,16441,,,,,,,,,,
17640,20653,,,17640,,,,,,,,,,
13706,84741C,,,13706,,,,,,,,,,
14596,85135C,,,14596,,,,,,,,,,
15105,21219,,,15105,,,,,,,,,,
16970,21697,,,16970,,,,,,,,,,
14166,90111,,,14166,,,,,,,,,,
16578,90112,,,16578,,,,,,,,,,
16615,21689,,,16615,,,,,,,,,,
12918,20757,,,12918,,,,,,,,,,
13445,20763,,,13445,,,,,,,,,,
14762,20769,,,14762,,,,,,,,,,
16669,72739C,,,16669,,,,,,,,,,
14344,72740A,,,14344,,,,,,,,,,
16994,84870B,,,16994,,,,,,,,,,
15869,20731,,,15869,,,,,,,,,,
13896,47590B,,,13896,,,,,,,,,,
18189,85025B,,,18189,,,,,,,,,,
13252,15044A,,,13252,,,,,,,,,,
16077,85200,,,16077,,,,,,,,,,
13988,85194L,,,13988,,,,,,,,,,
12742,84454,,,12742,,,,,,,,,,
16002,85196,,,16002,,,,,,,,,,
14729,85198,,,14729,,,,,,,,,,
15086,85186C,,,15086,,,,,,,,,,
16444,85186A,,,16444,,,,,,,,,,
14026,22256,,,14026,,,,,,,,,,
15447,22267,,,15447,,,,,,,,,,
16741,84459B,,,16741,,,,,,,,,,
17072,22105,,,17072,,,,,,,,,,
14202,21714,,,14202,,,,,,,,,,
14947,82585,,,14947,,,,,,,,,,
15374,35598A,,,15374,,,,,,,,,,
13849,20755,,,13849,,,,,,,,,,
15896,90002A,,,15896,,,,,,,,,,
13100,90214K,,,13100,,,,,,,,,,
17001,21361,,,17001,,,,,,,,,,
16090,85015,,,16090,,,,,,,,,,
13969,84661A,,,13969,,,,,,,,,,
17301,84925D,,,17301,,,,,,,,,,
13900,47016,,,13900,,,,,,,,,,
13285,72128,,,13285,,,,,,,,,,
12870,22141,,,12870,,,,,,,,,,
15027,21736,,,15027,,,,,,,,,,
16794,35967,,,16794,,,,,,,,,,
13409,20781,,,13409,,,,,,,,,,
13401,16256B,,,13401,,,,,,,,,,
17484,71143,,,17484,,,,,,,,,,
14313,16259,,,14313,,,,,,,,,,
12726,16020C,,,12726,,,,,,,,,,
13187,90035A,,,13187,,,,,,,,,,
13705,21722,,,13705,,,,,,,,,,
14704,47347B,,,14704,,,,,,,,,,
12791,84522,,,12791,,,,,,,,,,
15698,84746,,,15698,,,,,,,,,,
14330,20705,,,14330,,,,,,,,,,
16286,90100,,,16286,,,,,,,,,,
15789,90099,,,15789,,,,,,,,,,
18188,20700,,,18188,,,,,,,,,,
17582,20701,,,17582,,,,,,,,,,
18166,21365,,,18166,,,,,,,,,,
14994,21395,,,14994,,,,,,,,,,
18215,21319,,,18215,,,,,,,,,,
16493,72750D,,,16493,,,,,,,,,,
16601,35838A,,,16601,,,,,,,,,,
14537,16161E,,,14537,,,,,,,,,,
13117,17039,,,13117,,,,,,,,,,
14074,21130,,,14074,,,,,,,,,,
12477,17061,,,12477,,,,,,,,,,
15249,17084P,,,15249,,,,,,,,,,
14253,21674,,,14253,,,,,,,,,,
16833,16236,,,16833,,,,,,,,,,
15552,22124,,,15552,,,,,,,,,,
15848,47593A,,,15848,,,,,,,,,,
13053,81985A,,,13053,,,,,,,,,,
15289,21065,,,15289,,,,,,,,,,
17827,21400,,,17827,,,,,,,,,,
14378,21401,,,14378,,,,,,,,,,
14805,21222,,,14805,,,,,,,,,,
16934,90214G,,,16934,,,,,,,,,,
16784,90214P,,,16784,,,,,,,,,,
12910,90214E,,,12910,,,,,,,,,,
15068,90214I,,,15068,,,,,,,,,,
17518,20615,,,17518,,,,,,,,,,
14101,84663A,,,14101,,,,,,,,,,
15423,20672,,,15423,,,,,,,,,,
14572,20671,,,14572,,,,,,,,,,
15570,21199,,,15570,,,,,,,,,,
17068,84744,,,17068,,,,,,,,,,
13684,79191D,,,13684,,,,,,,,,,
14078,84029D,,,14078,,,,,,,,,,
15231,72800C,,,15231,,,,,,,,,,
16666,22108,,,16666,,,,,,,,,,
14583,20721,,,14583,,,,,,,,,,
14809,85171,,,14809,,,,,,,,,,
15141,47503J,,,15141,,,,,,,,,,
13113,20910,,,13113,,,,,,,,,,
15981,84539,,,15981,,,,,,,,,,
16532,20863,,,16532,,,,,,,,,,
17994,21220,,,17994,,,,,,,,,,
16456,21408,,,16456,,,,,,,,,,
16502,21043,,,16502,,,,,,,,,,
17046,84617,,,17046,,,,,,,,,,
12496,84707A,,,12496,,,,,,,,,,
16036,20689,,,16036,,,,,,,,,,
16176,47480,,,16176,,,,,,,,,,
13412,85162B,,,13412,,,,,,,,,,
17664,21261,,,17664,,,,,,,,,,
16455,90081A,,,16455,,,,,,,,,,
17676,90192,,,17676,,,,,,,,,,
13051,20931,,,13051,,,,,,,,,,
12990,20661,,,12990,,,,,,,,,,
12861,37467,,,12861,,,,,,,,,,
14935,20803,,,14935,,,,,,,,,,
15029,20799,,,15029,,,,,,,,,,
15715,22003,,,15715,,,,,,,,,,
15575,21520,,,15575,,,,,,,,,,
17586,22094,,,17586,,,,,,,,,,
17464,82076,,,17464,,,,,,,,,,
17217,20832,,,17217,,,,,,,,,,
14235,85124B,,,14235,,,,,,,,,,
15122,85124C,,,15122,,,,,,,,,,
14492,21339,,,14492,,,,,,,,,,
14882,82484,,,14882,,,,,,,,,,
15742,47559B,,,15742,,,,,,,,,,
13856,85016,,,13856,,,,,,,,,,
16658,22168,,,16658,,,,,,,,,,
13676,35840,,,13676,,,,,,,,,,
17602,79030D,,,17602,,,,,,,,,,
18025,21289,,,18025,,,,,,,,,,
15792,21292,,,15792,,,,,,,,,,
15216,22104,,,15216,,,,,,,,,,
13803,85118,,,13803,,,,,,,,,,
18093,20670,,,18093,,,,,,,,,,
17889,16033,,,17889,,,,,,,,,,
14706,16048,,,14706,,,,,,,,,,
13179,84705B,,,13179,,,,,,,,,,
15741,35923,,,15741,,,,,,,,,,
16133,46118,,,16133,,,,,,,,,,
13059,20895,,,13059,,,,,,,,,,
18056,21336,,,18056,,,,,,,,,,
16845,20898,,,16845,,,,,,,,,,
15454,20903,,,15454,,,,,,,,,,
15800,21780,,,15800,,,,,,,,,,
15125,21847,,,15125,,,,,,,,,,
16847,84615,,,16847,,,,,,,,,,
13219,84682,,,13219,,,,,,,,,,
13361,22056,,,13361,,,,,,,,,,
14893,17178,,,14893,,,,,,,,,,
12662,21904,,,12662,,,,,,,,,,
15689,21775,,,15689,,,,,,,,,,
16377,21200,,,16377,,,,,,,,,,
14916,85230B,,,14916,,,,,,,,,,
13582,85230E,,,13582,,,,,,,,,,
18241,21378,,,18241,,,,,,,,,,
15173,90125B,,,15173,,,,,,,,,,
13196,84564,,,13196,,,,,,,,,,
14200,85084,,,14200,,,,,,,,,,
15997,85034C,,,15997,,,,,,,,,,
16130,84968D,,,16130,,,,,,,,,,
14692,84827,,,14692,,,,,,,,,,
17993,21721,,,17993,,,,,,,,,,
13750,21060,,,13750,,,,,,,,,,
14049,21675,,,14049,,,,,,,,,,
16054,37340,,,16054,,,,,,,,,,
17669,37432,,,17669,,,,,,,,,,
14835,47503E,,,14835,,,,,,,,,,
14694,47503H,,,14694,,,,,,,,,,
14489,44265,,,14489,,,,,,,,,,
18173,84678,,,18173,,,,,,,,,,
15215,37484,,,15215,,,,,,,,,,
15770,21757,,,15770,,,,,,,,,,
14035,21659,,,14035,,,,,,,,,,
13939,20694,,,13939,,,,,,,,,,
13710,21701,,,13710,,,,,,,,,,
16654,20935,,,16654,,,,,,,,,,
13071,BANK CHARGES,,,13071,,,,,,,,,,
14825,21269,,,14825,,,,,,,,,,
14265,21270,,,14265,,,,,,,,,,
13432,21277,,,13432,,,,,,,,,,
13207,84849A,,,13207,,,,,,,,,,
17563,20851,,,17563,,,,,,,,,,
15252,84707B,,,15252,,,,,,,,,,
12770,35233,,,12770,,,,,,,,,,
13632,20666,,,13632,,,,,,,,,,
16941,85060,,,16941,,,,,,,,,,
14264,85106,,,14264,,,,,,,,,,
12643,85169C,,,12643,,,,,,,,,,
15112,85169A,,,15112,,,,,,,,,,
13723,21764,,,13723,,,,,,,,,,
15201,21309,,,15201,,,,,,,,,,
12821,21836,,,12821,,,,,,,,,,
13640,21040,,,13640,,,,,,,,,,
16369,20997,,,16369,,,,,,,,,,
17497,21616,,,17497,,,,,,,,,,
14758,21275,,,14758,,,,,,,,,,
13852,20888,,,13852,,,,,,,,,,
17553,21062,,,17553,,,,,,,,,,
14145,21061,,,14145,,,,,,,,,,
14855,47502,,,14855,,,,,,,,,,
16053,21053,,,16053,,,,,,,,,,
13712,21698,,,13712,,,,,,,,,,
14918,85130D,,,14918,,,,,,,,,,
14813,84549,,,14813,,,,,,,,,,
13278,84551,,,13278,,,,,,,,,,
14450,21264,,,14450,,,,,,,,,,
14533,21437,,,14533,,,,,,,,,,
15613,46775A,,,15613,,,,,,,,,,
17746,84665,,,17746,,,,,,,,,,
17110,84666,,,17110,,,,,,,,,,
17805,84664,,,17805,,,,,,,,,,
15062,79066K,,,15062,,,,,,,,,,
15129,84597B,,,15129,,,,,,,,,,
13197,84367,,,13197,,,,,,,,,,
16040,71215,,,16040,,,,,,,,,,
18246,17129F,,,18246,,,,,,,,,,
16341,79303D,,,16341,,,,,,,,,,
16944,22244,,,16944,,,,,,,,,,
12786,22245,,,12786,,,,,,,,,,
13080,84869,,,13080,,,,,,,,,,
15331,20896,,,15331,,,,,,,,,,
17609,20899,,,17609,,,,,,,,,,
16276,84626,,,16276,,,,,,,,,,
14275,16162L,,,14275,,,,,,,,,,
16814,21228,,,16814,,,,,,,,,,
12481,90120D,,,12481,,,,,,,,,,
17608,90120B,,,17608,,,,,,,,,,
13180,90120A,,,13180,,,,,,,,,,
14011,90027D,,,14011,,,,,,,,,,
16372,90027B,,,16372,,,,,,,,,,
17221,20796,,,17221,,,,,,,,,,
15067,20795,,,15067,,,,,,,,,,
14430,21322,,,14430,,,,,,,,,,
12935,22290,,,12935,,,,,,,,,,
12590,21631,,,12590,,,,,,,,,,
15524,84972L,,,15524,,,,,,,,,,
15590,16239,,,15590,,,,,,,,,,
14791,84919,,,14791,,,,,,,,,,
14114,84984C,,,14114,,,,,,,,,,
14930,84909A,,,14930,,,,,,,,,,
15546,85184B,,,15546,,,,,,,,,,
14844,22233,,,14844,,,,,,,,,,
12982,85018C,,,12982,,,,,,,,,,
12671,21343,,,12671,,,,,,,,,,
14853,85121B,,,14853,,,,,,,,,,
14914,22316,,,14914,,,,,,,,,,
12943,22293,,,12943,,,,,,,,,,
15268,35973,,,15268,,,,,,,,,,
15639,90057,,,15639,,,,,,,,,,
12459,35838B,,,12459,,,,,,,,,,
16809,85020,,,16809,,,,,,,,,,
15982,22217,,,15982,,,,,,,,,,
14998,35645,,,14998,,,,,,,,,,
17505,82095,,,17505,,,,,,,,,,
16259,21808,,,16259,,,,,,,,,,
15890,17191A,,,15890,,,,,,,,,,
17594,47341B,,,17594,,,,,,,,,,
14624,85081,,,14624,,,,,,,,,,
17039,90214O,,,17039,,,,,,,,,,
16105,90214B,,,16105,,,,,,,,,,
16292,20993,,,16292,,,,,,,,,,
13878,84575B,,,13878,,,,,,,,,,
15572,71403,,,15572,,,,,,,,,,
13388,84563A,,,13388,,,,,,,,,,
14569,17013B,,,14569,,,,,,,,,,
14656,17181,,,14656,,,,,,,,,,
18174,35815B,,,18174,,,,,,,,,,
13647,35821B,,,13647,,,,,,,,,,
18236,35824B,,,18236,,,,,,,,,,
17678,84685,,,17678,,,,,,,,,,
17013,20707,,,17013,,,,,,,,,,
15814,22236,,,15814,,,,,,,,,,
17709,21366,,,17709,,,,,,,,,,
13661,90214Z,,,13661,,,,,,,,,,
16174,16168M,,,16174,,,,,,,,,,
17452,16168S,,,17452,,,,,,,,,,
13633,22281,,,13633,,,,,,,,,,
15354,21167,,,15354,,,,,,,,,,
13015,17096,,,13015,,,,,,,,,,
13450,85026B,,,13450,,,,,,,,,,
13734,47597,,,13734,,,,,,,,,,
18262,21278,,,18262,,,,,,,,,,
12778,35837,,,12778,,,,,,,,,,
12395,85230D,,,12395,,,,,,,,,,
12969,85230C,,,12969,,,,,,,,,,
15979,20680,,,15979,,,,,,,,,,
17626,21096,,,17626,,,,,,,,,,
14988,20952,,,14988,,,,,,,,,,
17842,90214F,,,17842,,,,,,,,,,
14623,85161,,,14623,,,,,,,,,,
13262,90058A,,,13262,,,,,,,,,,
17346,72789,,,17346,,,,,,,,,,
14395,90210B,,,14395,,,,,,,,,,
17256,90039C,,,17256,,,,,,,,,,
15972,90194,,,15972,,,,,,,,,,
17041,90040B,,,17041,,,,,,,,,,
16921,72708,,,16921,,,,,,,,,,
13286,72771C,,,13286,,,,,,,,,,
14506,16169G,,,14506,,,,,,,,,,
15410,84683,,,15410,,,,,,,,,,
17540,21117,,,17540,,,,,,,,,,
14845,85062,,,14845,,,,,,,,,,
17474,20663,,,17474,,,,,,,,,,
13145,21945,,,13145,,,,,,,,,,
15273,21943,,,15273,,,,,,,,,,
15451,84414B,,,15451,,,,,,,,,,
18095,16051,,,18095,,,,,,,,,,
12516,85072,,,12516,,,,,,,,,,
16548,21845,,,16548,,,,,,,,,,
12780,90138,,,12780,,,,,,,,,,
14926,90137,,,14926,,,,,,,,,,
14611,16119,,,14611,,,,,,,,,,
16151,47552A,,,16151,,,,,,,,,,
15970,47567B,,,15970,,,,,,,,,,
16864,84815,,,16864,,,,,,,,,,
14812,72131,,,14812,,,,,,,,,,
12983,90013A,,,12983,,,,,,,,,,
17622,35631B,,,17622,,,,,,,,,,
17185,22252,,,17185,,,,,,,,,,
15886,72728,,,15886,,,,,,,,,,
18062,20884,,,18062,,,,,,,,,,
16256,20877,,,16256,,,,,,,,,,
16472,20881,,,16472,,,,,,,,,,
16231,22242,,,16231,,,,,,,,,,
12588,90177C,,,12588,,,,,,,,,,
15455,90177B,,,15455,,,,,,,,,,
13461,90177D,,,13461,,,,,,,,,,
13963,90177E,,,13963,,,,,,,,,,
13308,90177A,,,13308,,,,,,,,,,
14917,90026C,,,14917,,,,,,,,,,
12504,90069,,,12504,,,,,,,,,,
13625,84876B,,,13625,,,,,,,,,,
12625,20879,,,12625,,,,,,,,,,
13346,17090A,,,13346,,,,,,,,,,
15849,85215,,,15849,,,,,,,,,,
16743,21758,,,16743,,,,,,,,,,
15651,21281,,,15651,,,,,,,,,,
16279,20848,,,16279,,,,,,,,,,
14655,20683,,,14655,,,,,,,,,,
17729,84968A,,,17729,,,,,,,,,,
14182,47504J,,,14182,,,,,,,,,,
17240,21894,,,17240,,,,,,,,,,
14788,84859C,,,14788,,,,,,,,,,
17057,84859A,,,17057,,,,,,,,,,
12672,75131,,,12672,,,,,,,,,,
15474,85109,,,15474,,,,,,,,,,
17181,84802A,,,17181,,,,,,,,,,
16028,21283,,,16028,,,,,,,,,,
15548,35607B,,,15548,,,,,,,,,,
13656,21202,,,13656,,,,,,,,,,
15042,90001C,,,15042,,,,,,,,,,
15245,90000B,,,15245,,,,,,,,,,
16538,90024E,,,16538,,,,,,,,,,
16868,79340P,,,16868,,,,,,,,,,
15600,84659A,,,15600,,,,,,,,,,
12844,35607A,,,12844,,,,,,,,,,
16068,21307,,,16068,,,,,,,,,,
13863,85218,,,13863,,,,,,,,,,
13760,35001C,,,13760,,,,,,,,,,
18091,16207B,,,18091,,,,,,,,,,
13609,21415,,,13609,,,,,,,,,,
14677,35936,,,14677,,,,,,,,,,
12838,84673A,,,12838,,,,,,,,,,
17093,20939,,,17093,,,,,,,,,,
14743,72785A,,,14743,,,,,,,,,,
14773,72785B,,,14773,,,,,,,,,,
12925,72771B,,,12925,,,,,,,,,,
15717,21766,,,15717,,,,,,,,,,
14999,84712B,,,14999,,,,,,,,,,
14665,84689,,,14665,,,,,,,,,,
14021,84550,,,14021,,,,,,,,,,
17715,21678,,,17715,,,,,,,,,,
15384,21226,,,15384,,,,,,,,,,
14563,21225,,,14563,,,,,,,,,,
15111,16258A,,,15111,,,,,,,,,,
13307,37491C,,,13307,,,,,,,,,,
14552,84913A,,,14552,,,,,,,,,,
16623,84459A,,,16623,,,,,,,,,,
17959,20933,,,17959,,,,,,,,,,
13012,75011,,,13012,,,,,,,,,,
13655,72801C,,,13655,,,,,,,,,,
13064,21946,,,13064,,,,,,,,,,
16088,46775E,,,16088,,,,,,,,,,
13281,35911B,,,13281,,,,,,,,,,
16543,62097A,,,16543,,,,,,,,,,
16117,84686,,,16117,,,,,,,,,,
15402,72812,,,15402,,,,,,,,,,
17991,21473,,,17991,,,,,,,,,,
16354,90000C,,,16354,,,,,,,,,,
12849,90065A,,,12849,,,,,,,,,,
12392,90065B,,,12392,,,,,,,,,,
16408,90024D,,,16408,,,,,,,,,,
16267,90124B,,,16267,,,,,,,,,,
12744,90182C,,,12744,,,,,,,,,,
16138,90026B,,,16138,,,,,,,,,,
14237,90180B,,,14237,,,,,,,,,,
14978,90211B,,,14978,,,,,,,,,,
17635,90212C,,,17635,,,,,,,,,,
17491,21317,,,17491,,,,,,,,,,
13539,62074B,,,13539,,,,,,,,,,
13775,84876C,,,13775,,,,,,,,,,
18273,35999,,,18273,,,,,,,,,,
18049,22307,,,18049,,,,,,,,,,
14724,90201A,,,14724,,,,,,,,,,
12876,20697,,,12876,,,,,,,,,,
16384,17090D,,,16384,,,,,,,,,,
12717,85230A,,,12717,,,,,,,,,,
17605,22306,,,17605,,,,,,,,,,
16648,72133,,,16648,,,,,,,,,,
15445,72134,,,15445,,,,,,,,,,
15101,72130,,,15101,,,,,,,,,,
13238,37489A,,,13238,,,,,,,,,,
12698,85225,,,12698,,,,,,,,,,
16767,21441,,,16767,,,,,,,,,,
13041,84711A,,,13041,,,,,,,,,,
17730,21413,,,17730,,,,,,,,,,
18111,90034,,,18111,,,,,,,,,,
17771,90140,,,17771,,,,,,,,,,
15954,90146,,,15954,,,,,,,,,,
16332,90123A,,,16332,,,,,,,,,,
12863,90060B,,,12863,,,,,,,,,,
16607,22243,,,16607,,,,,,,,,,
15180,21311,,,15180,,,,,,,,,,
18141,47369B,,,18141,,,,,,,,,,
12377,72772,,,12377,,,,,,,,,,
17463,35910A,,,17463,,,,,,,,,,
15709,21716,,,15709,,,,,,,,,,
16827,21715,,,16827,,,,,,,,,,
12915,37438,,,12915,,,,,,,,,,
17021,46775D,,,17021,,,,,,,,,,
14650,84921,,,14650,,,,,,,,,,
12806,22360,,,12806,,,,,,,,,,
17005,21190,,,17005,,,,,,,,,,
15818,22247,,,15818,,,,,,,,,,
14201,22249,,,14201,,,,,,,,,,
16374,22248,,,16374,,,,,,,,,,
12374,22250,,,12374,,,,,,,,,,
14683,85213,,,14683,,,,,,,,,,
15253,85212,,,15253,,,,,,,,,,
15418,71101A,,,15418,,,,,,,,,,
16651,71101E,,,16651,,,,,,,,,,
17565,20882,,,17565,,,,,,,,,,
15373,15030,,,15373,,,,,,,,,,
15229,72793,,,15229,,,,,,,,,,
15426,35637A,,,15426,,,,,,,,,,
13465,16256C,,,13465,,,,,,,,,,
17555,21416,,,17555,,,,,,,,,,
12507,22268,,,12507,,,,,,,,,,
14634,35597B,,,14634,,,,,,,,,,
16317,84255A,,,16317,,,,,,,,,,
15183,21318,,,15183,,,,,,,,,,
13143,18098B,,,13143,,,,,,,,,,
16145,37399,,,16145,,,,,,,,,,
12725,TEST001,,,12725,,,,,,,,,,
12503,21414,,,12503,,,,,,,,,,
18163,21695,,,18163,,,,,,,,,,
14962,84767,,,14962,,,,,,,,,,
15391,37475,,,15391,,,,,,,,,,
16526,22262,,,16526,,,,,,,,,,
15396,21713,,,15396,,,,,,,,,,
16135,21036,,,16135,,,,,,,,,,
14025,17007B,,,14025,,,,,,,,,,
17759,85093,,,17759,,,,,,,,,,
14437,84621,,,14437,,,,,,,,,,
14936,15044C,,,14936,,,,,,,,,,
15488,84251C,,,15488,,,,,,,,,,
13512,20902,,,13512,,,,,,,,,,
18028,21850,,,18028,,,,,,,,,,
15868,21372,,,15868,,,,,,,,,,
15097,22021,,,15097,,,,,,,,,,
15381,85206B,,,15381,,,,,,,,,,
15704,90129A,,,15704,,,,,,,,,,
17597,35001P,,,17597,,,,,,,,,,
12958,84824,,,12958,,,,,,,,,,
13713,44234,,,13713,,,,,,,,,,
13400,18098A,,,13400,,,,,,,,,,
16844,20858,,,16844,,,,,,,,,,
12388,21298,,,12388,,,,,,,,,,
13102,72750B,,,13102,,,,,,,,,,
17199,35980C,,,17199,,,,,,,,,,
14272,21750,,,14272,,,,,,,,,,
13024,21749,,,13024,,,,,,,,,,
13891,17038,,,13891,,,,,,,,,,
16890,21702,,,16890,,,,,,,,,,
13342,21699,,,13342,,,,,,,,,,
13974,90190C,,,13974,,,,,,,,,,
17225,90186A,,,17225,,,,,,,,,,
17798,48138,,,17798,,,,,,,,,,
13830,84570B,,,13830,,,,,,,,,,
14814,84782B,,,14814,,,,,,,,,,
18254,21641,,,18254,,,,,,,,,,
17031,90059C,,,17031,,,,,,,,,,
17808,90082B,,,17808,,,,,,,,,,
16632,90004A,,,16632,,,,,,,,,,
13007,90059E,,,13007,,,,,,,,,,
13838,90059D,,,13838,,,,,,,,,,
14474,20664,,,14474,,,,,,,,,,
17926,85129B,,,17926,,,,,,,,,,
14678,85030,,,14678,,,,,,,,,,
13425,85141,,,13425,,,,,,,,,,
17292,20846,,,17292,,,,,,,,,,
14129,84595B,,,14129,,,,,,,,,,
17135,84313A,,,17135,,,,,,,,,,
16092,84313B,,,16092,,,,,,,,,,
15661,47594A,,,15661,,,,,,,,,,
17720,85119,,,17720,,,,,,,,,,
17003,35937,,,17003,,,,,,,,,,
14941,35966,,,14941,,,,,,,,,,
14361,85167B,,,14361,,,,,,,,,,
17169,90048,,,17169,,,,,,,,,,
17482,48175,,,17482,,,,,,,,,,
17579,81952V,,,17579,,,,,,,,,,
14588,84529A,,,14588,,,,,,,,,,
16614,84529C,,,16614,,,,,,,,,,
17077,47583B,,,17077,,,,,,,,,,
12675,85160A,,,12675,,,,,,,,,,
16323,85160B,,,16323,,,,,,,,,,
16737,21718,,,16737,,,,,,,,,,
12582,84086C,,,12582,,,,,,,,,,
17545,84976,,,17545,,,,,,,,,,
12599,85018B,,,12599,,,,,,,,,,
